ImageFile,Gender,Emotion,CorrectAns,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,Instructions.started,text_2.started,key_resp_2.started,Instructions.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,trial.started,text.started,image.started,key_resp.started,text.stopped,trial.stopped,trials.key_resp.keys,trials.key_resp.corr,trials.key_resp.rt,trials.key_resp.duration,participant,session,age,gender,education_years,handedness,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,0.0014119999250397086,0.0035885999677702785,0.0035885999677702785,7.223028199980035,space,7.107284300029278,None,,,,,,,,,,,P10,001,43,Female,12,Right,2025-12-18_22h27.06.924,gender_task,,2025.1.1,59.95581259260264,2025-12-18 22h27.46.205971 +0300,
stimuli/F15NE.jpg,Female,Neutral,f,0,0,0,f,1,3.937714400002733,None,0,0,0,2,7.262782100006007,,,,,,,,,7.260145099950023,7.262782100006007,7.730884799966589,7.730884799966589,7.7642826999071985,11.681367799988948,f,1,3.937714400002733,None,P10,001,43,Female,12,Right,2025-12-18_22h27.06.924,gender_task,,2025.1.1,59.95581259260264,2025-12-18 22h27.46.205971 +0300,
stimuli/F31HA.jpg,Female,Happy,f,1,1,0,m,0,2.749518600059673,None,0,1,1,46,11.716493999934755,,,,,,,,,11.714533699909225,11.716493999934755,12.196906699915417,12.196906699915417,12.230441499967128,14.947769799968228,m,0,2.749518600059673,None,P10,001,43,Female,12,Right,2025-12-18_22h27.06.924,gender_task,,2025.1.1,59.95581259260264,2025-12-18 22h27.46.205971 +0300,
stimuli/F27HA.jpg,Female,Happy,f,2,2,0,f,1,7.020108600030653,None,0,2,2,37,14.985278900014237,,,,,,,,,14.982858799980022,14.985278900014237,15.463327099918388,15.463327099918388,15.49650649994146,22.49633019999601,f,1,7.020108600030653,None,P10,001,43,Female,12,Right,2025-12-18_22h27.06.924,gender_task,,2025.1.1,59.95581259260264,2025-12-18 22h27.46.205971 +0300,
stimuli/M07AN.jpg,Male,Angry,m,3,3,0,m,1,2.175587399979122,None,0,3,3,78,22.531524699996226,,,,,,,,,22.529541399911977,22.531524699996226,23.012198699987493,23.012198699987493,23.045550899929367,25.196267999941483,m,1,2.175587399979122,None,P10,001,43,Female,12,Right,2025-12-18_22h27.06.924,gender_task,,2025.1.1,59.95581259260264,2025-12-18 22h27.46.205971 +0300,
stimuli/F23HA.jpg,Female,Happy,f,4,4,0,f,1,2.4692500999663025,None,0,4,4,25,25.23065439995844,,,,,,,,,25.228642700007185,25.23065439995844,25.712083099992014,25.712083099992014,25.745056899962947,28.195666300016455,f,1,2.4692500999663025,None,P10,001,43,Female,12,Right,2025-12-18_22h27.06.924,gender_task,,2025.1.1,59.95581259260264,2025-12-18 22h27.46.205971 +0300,
stimuli/M09AN.jpg,Male,Angry,m,5,5,0,m,1,1.3734893000219017,None,0,5,5,84,28.21471670002211,,,,,,,,,28.212945099920034,28.21471670002211,28.71165379998274,28.71165379998274,28.728227699990384,30.095437999931164,m,1,1.3734893000219017,None,P10,001,43,Female,12,Right,2025-12-18_22h27.06.924,gender_task,,2025.1.1,59.95581259260264,2025-12-18 22h27.46.205971 +0300,
stimuli/M04NE.jpg,Male,Neutral,m,6,6,0,m,1,1.1123433000175282,None,0,6,6,71,30.11549300001934,,,,,,,,,30.11362790002022,30.11549300001934,30.610978199983947,30.610978199983947,30.627985199913383,31.72864969994407,m,1,1.1123433000175282,None,P10,001,43,Female,12,Right,2025-12-18_22h27.06.924,gender_task,,2025.1.1,59.95581259260264,2025-12-18 22h27.46.205971 +0300,
stimuli/F16AN.jpg,Female,Angry,f,7,7,0,f,1,6.536707399995066,None,0,7,7,3,31.749450400006026,,,,,,,,,31.747405599919148,31.749450400006026,32.24439279991202,32.24439279991202,32.260972399963066,38.79428609996103,f,1,6.536707399995066,None,P10,001,43,Female,12,Right,2025-12-18_22h27.06.924,gender_task,,2025.1.1,59.95581259260264,2025-12-18 22h27.46.205971 +0300,
stimuli/F15AN.jpg,Female,Angry,f,8,8,0,f,1,2.3393479000078514,None,0,8,8,0,38.828606199938804,,,,,,,,,38.826451499946415,38.828606199938804,39.310118999914266,39.310118999914266,39.34338400000706,41.660484199994244,f,1,2.3393479000078514,None,P10,001,43,Female,12,Right,2025-12-18_22h27.06.924,gender_task,,2025.1.1,59.95581259260264,2025-12-18 22h27.46.205971 +0300,
stimuli/F31AN.jpg,Female,Angry,f,9,9,0,m,0,7.420058300020173,None,0,9,9,45,41.69767989998218,,,,,,,,,41.69569580000825,41.69767989998218,42.15976379998028,42.15976379998028,42.20964729995467,49.59302759997081,m,0,7.420058300020173,None,P10,001,43,Female,12,Right,2025-12-18_22h27.06.924,gender_task,,2025.1.1,59.95581259260264,2025-12-18 22h27.46.205971 +0300,
stimuli/M04AN.jpg,Male,Angry,m,10,10,0,m,1,0.9297170001082122,None,0,10,10,69,49.62842849991284,,,,,,,,,49.62612359994091,49.62842849991284,50.1086586000165,50.1086586000165,50.141802500002086,51.042287299991585,m,1,0.9297170001082122,None,P10,001,43,Female,12,Right,2025-12-18_22h27.06.924,gender_task,,2025.1.1,59.95581259260264,2025-12-18 22h27.46.205971 +0300,
stimuli/M08HA.jpg,Male,Happy,m,11,11,0,m,1,1.1583492999197915,None,0,11,11,82,51.05865709995851,,,,,,,,,51.056572099914774,51.05865709995851,51.557698099990375,51.557698099990375,51.57461199990939,52.725956499925815,m,1,1.1583492999197915,None,P10,001,43,Female,12,Right,2025-12-18_22h27.06.924,gender_task,,2025.1.1,59.95581259260264,2025-12-18 22h27.46.205971 +0300,
stimuli/M10HA.jpg,Male,Happy,m,12,12,0,m,1,1.1575896999565884,None,0,12,12,88,52.759316699928604,,,,,,,,,52.75719629996456,52.759316699928604,53.241652600001544,53.241652600001544,53.2582570000086,54.40886700002011,m,1,1.1575896999565884,None,P10,001,43,Female,12,Right,2025-12-18_22h27.06.924,gender_task,,2025.1.1,59.95581259260264,2025-12-18 22h27.46.205971 +0300,
stimuli/F21NE.jpg,Female,Neutral,f,13,13,0,f,1,2.626974899903871,None,0,13,13,20,54.43883100000676,,,,,,,,,54.436927199945785,54.43883100000676,54.924710499937646,54.924710499937646,54.94125879998319,57.55840749992058,f,1,2.626974899903871,None,P10,001,43,Female,12,Right,2025-12-18_22h27.06.924,gender_task,,2025.1.1,59.95581259260264,2025-12-18 22h27.46.205971 +0300,
stimuli/F34NE.jpg,Female,Neutral,f,14,14,0,f,1,1.4498601000523195,None,0,14,14,56,57.594554399955086,,,,,,,,,57.5924296999583,57.594554399955086,58.07447270001285,58.07447270001285,58.107504199957475,59.54142539994791,f,1,1.4498601000523195,None,P10,001,43,Female,12,Right,2025-12-18_22h27.06.924,gender_task,,2025.1.1,59.95581259260264,2025-12-18 22h27.46.205971 +0300,
stimuli/M11NE.jpg,Male,Neutral,m,15,15,0,m,1,2.139383800094947,None,0,15,15,92,59.57897719996981,,,,,,,,,59.57646789995488,59.57897719996981,60.04064079991076,60.04064079991076,60.09083220001776,62.19105319993105,m,1,2.139383800094947,None,P10,001,43,Female,12,Right,2025-12-18_22h27.06.924,gender_task,,2025.1.1,59.95581259260264,2025-12-18 22h27.46.205971 +0300,
stimuli/M12AN.jpg,Male,Angry,m,16,16,0,m,1,0.8814699000213295,None,0,16,16,93,62.227233699988574,,,,,,,,,62.225298299919814,62.227233699988574,62.70686129992828,62.70686129992828,62.740245900000446,63.59091259993147,m,1,0.8814699000213295,None,P10,001,43,Female,12,Right,2025-12-18_22h27.06.924,gender_task,,2025.1.1,59.95581259260264,2025-12-18 22h27.46.205971 +0300,
stimuli/F23AN.jpg,Female,Angry,f,17,17,0,f,1,2.9685968999983743,None,0,17,17,24,63.624967799987644,,,,,,,,,63.622842699987814,63.624967799987644,64.1066140999319,64.1066140999319,64.13983909995295,67.09069559990894,f,1,2.9685968999983743,None,P10,001,43,Female,12,Right,2025-12-18_22h27.06.924,gender_task,,2025.1.1,59.95581259260264,2025-12-18 22h27.46.205971 +0300,
stimuli/M10NE.jpg,Male,Neutral,m,18,18,0,m,1,1.8906545999925584,None,0,18,18,89,67.1254361999454,,,,,,,,,67.12379979994148,67.1254361999454,67.60645039996598,67.60645039996598,67.63981959992088,69.50690809998196,m,1,1.8906545999925584,None,P10,001,43,Female,12,Right,2025-12-18_22h27.06.924,gender_task,,2025.1.1,59.95581259260264,2025-12-18 22h27.46.205971 +0300,
stimuli/M18NE.jpg,Male,Neutral,m,19,19,0,m,1,7.533439800026827,None,0,19,19,113,69.54067349992692,,,,,,,,,69.5384404999204,69.54067349992692,70.02250849991105,70.02250849991105,70.05599839997012,77.57231179997325,m,1,7.533439800026827,None,P10,001,43,Female,12,Right,2025-12-18_22h27.06.924,gender_task,,2025.1.1,59.95581259260264,2025-12-18 22h27.46.205971 +0300,
stimuli/M19AN.jpg,Male,Angry,m,20,20,0,m,1,3.427774399984628,None,0,20,20,114,77.61302289995365,,,,,,,,,77.6112654999597,77.61302289995365,78.08837579993997,78.08837579993997,78.12169900001027,81.52209139999468,m,1,3.427774399984628,None,P10,001,43,Female,12,Right,2025-12-18_22h27.06.924,gender_task,,2025.1.1,59.95581259260264,2025-12-18 22h27.46.205971 +0300,
stimuli/F34HA.jpg,Female,Happy,f,21,21,0,f,1,1.5595731000648811,None,0,21,21,55,81.55741929996293,,,,,,,,,81.55535669997334,81.55741929996293,82.03784679993987,82.03784679993987,82.07116539997514,83.60528389993124,f,1,1.5595731000648811,None,P10,001,43,Female,12,Right,2025-12-18_22h27.06.924,gender_task,,2025.1.1,59.95581259260264,2025-12-18 22h27.46.205971 +0300,
stimuli/F21AN.jpg,Female,Angry,f,22,22,0,f,1,1.4769914000062272,None,0,22,22,18,83.64339480001945,,,,,,,,,83.6402976999525,83.64339480001945,84.1209221999161,84.1209221999161,84.1538819000125,85.6044230000116,f,1,1.4769914000062272,None,P10,001,43,Female,12,Right,2025-12-18_22h27.06.924,gender_task,,2025.1.1,59.95581259260264,2025-12-18 22h27.46.205971 +0300,
stimuli/M16AN.jpg,Male,Angry,m,23,23,0,m,1,1.4941122999880463,None,0,23,23,105,85.64575009990949,,,,,,,,,85.64184719999321,85.64575009990949,86.10398169991095,86.10398169991095,86.15386069996748,87.60454600001685,m,1,1.4941122999880463,None,P10,001,43,Female,12,Right,2025-12-18_22h27.06.924,gender_task,,2025.1.1,59.95581259260264,2025-12-18 22h27.46.205971 +0300,
stimuli/F24HA.jpg,Female,Happy,f,24,24,0,f,1,2.1710012999828905,None,0,24,24,28,87.638627099921,,,,,,,,,87.63647259993013,87.638627099921,88.12039489997551,88.12039489997551,88.1536229000194,90.30433710000943,f,1,2.1710012999828905,None,P10,001,43,Female,12,Right,2025-12-18_22h27.06.924,gender_task,,2025.1.1,59.95581259260264,2025-12-18 22h27.46.205971 +0300,
stimuli/F26AN.jpg,Female,Angry,f,25,25,0,f,1,3.764861400006339,None,0,25,25,33,90.3384879999794,,,,,,,,,90.33646879997104,90.3384879999794,90.81983649998438,90.81983649998438,90.8532511999365,94.58682419999968,f,1,3.764861400006339,None,P10,001,43,Female,12,Right,2025-12-18_22h27.06.924,gender_task,,2025.1.1,59.95581259260264,2025-12-18 22h27.46.205971 +0300,
stimuli/M14AN.jpg,Male,Angry,m,26,26,0,m,1,2.011782299960032,None,0,26,26,99,94.6155965999933,,,,,,,,,94.61351920000743,94.6155965999933,95.1026542999316,95.1026542999316,95.119486499927,97.11993689998053,m,1,2.011782299960032,None,P10,001,43,Female,12,Right,2025-12-18_22h27.06.924,gender_task,,2025.1.1,59.95581259260264,2025-12-18 22h27.46.205971 +0300,
stimuli/M20NE.jpg,Male,Neutral,m,27,27,0,m,1,3.2105196999618784,None,0,27,27,119,97.15626219997648,,,,,,,,,97.15400699991733,97.15626219997648,97.63552669994533,97.63552669994533,97.66901039995719,100.85306150000542,m,1,3.2105196999618784,None,P10,001,43,Female,12,Right,2025-12-18_22h27.06.924,gender_task,,2025.1.1,59.95581259260264,2025-12-18 22h27.46.205971 +0300,
stimuli/M04HA.jpg,Male,Happy,m,28,28,0,m,1,0.7215418999549001,None,0,28,28,70,100.88492849993054,,,,,,,,,100.88280249992386,100.88492849993054,101.36848529998679,101.36848529998679,101.38534549996257,102.1025163999293,m,1,0.7215418999549001,None,P10,001,43,Female,12,Right,2025-12-18_22h27.06.924,gender_task,,2025.1.1,59.95581259260264,2025-12-18 22h27.46.205971 +0300,
stimuli/M07NE.jpg,Male,Neutral,m,29,29,0,m,1,1.5770965999690816,None,0,29,29,80,102.12298689992167,,,,,,,,,102.12054869998246,102.12298689992167,102.60187339992262,102.60187339992262,102.63509379990865,104.18562479992397,m,1,1.5770965999690816,None,P10,001,43,Female,12,Right,2025-12-18_22h27.06.924,gender_task,,2025.1.1,59.95581259260264,2025-12-18 22h27.46.205971 +0300,
stimuli/F24AN.jpg,Female,Angry,f,30,30,0,f,1,2.5186163000762463,None,0,30,30,27,104.20496699993964,,,,,,,,,104.20305369992275,104.20496699993964,104.7012764000101,104.7012764000101,104.71825539995916,107.23543429991696,f,1,2.5186163000762463,None,P10,001,43,Female,12,Right,2025-12-18_22h27.06.924,gender_task,,2025.1.1,59.95581259260264,2025-12-18 22h27.46.205971 +0300,
stimuli/F16HA.jpg,Female,Happy,f,31,31,0,f,1,1.2609022998949513,None,0,31,31,4,107.27066899999045,,,,,,,,,107.26877299998887,107.27066899999045,107.7507366000209,107.7507366000209,107.78416829998605,109.01777159993071,f,1,1.2609022998949513,None,P10,001,43,Female,12,Right,2025-12-18_22h27.06.924,gender_task,,2025.1.1,59.95581259260264,2025-12-18 22h27.46.205971 +0300,
stimuli/M08NE.jpg,Male,Neutral,m,32,32,0,m,1,1.447190299979411,None,0,32,32,83,109.0335352999391,,,,,,,,,109.03061209991574,109.0335352999391,109.53394529991783,109.53394529991783,109.53394529991783,110.98447519994806,m,1,1.447190299979411,None,P10,001,43,Female,12,Right,2025-12-18_22h27.06.924,gender_task,,2025.1.1,59.95581259260264,2025-12-18 22h27.46.205971 +0300,
stimuli/F35NE.jpg,Female,Neutral,f,33,33,0,f,1,6.939145400072448,None,0,33,33,59,111.00621619995218,,,,,,,,,111.00417099997867,111.00621619995218,111.48404429992661,111.48404429992661,111.51715719990898,118.43371359992307,f,1,6.939145400072448,None,P10,001,43,Female,12,Right,2025-12-18_22h27.06.924,gender_task,,2025.1.1,59.95581259260264,2025-12-18 22h27.46.205971 +0300,
stimuli/F22AN.jpg,Female,Angry,f,34,34,0,f,1,3.2605749999638647,None,0,34,34,21,118.47139640001114,,,,,,,,,118.46930300001986,118.47139640001114,118.94952899997588,118.94952899997588,118.98288129991852,122.21654729999136,f,1,3.2605749999638647,None,P10,001,43,Female,12,Right,2025-12-18_22h27.06.924,gender_task,,2025.1.1,59.95581259260264,2025-12-18 22h27.46.205971 +0300,
stimuli/F27NE.jpg,Female,Neutral,f,35,35,0,f,1,2.754934999975376,None,0,35,35,38,122.25132429995574,,,,,,,,,122.24948739993852,122.25132429995574,122.73239249992184,122.73239249992184,122.76565199997276,125.49946700001601,f,1,2.754934999975376,None,P10,001,43,Female,12,Right,2025-12-18_22h27.06.924,gender_task,,2025.1.1,59.95581259260264,2025-12-18 22h27.46.205971 +0300,
stimuli/M13NE.jpg,Male,Neutral,m,36,36,0,m,1,1.3605404000263661,None,0,36,36,98,125.53554259997327,,,,,,,,,125.53349309996702,125.53554259997327,126.01495859993156,126.01495859993156,126.0486236999277,127.38250039995182,m,1,1.3605404000263661,None,P10,001,43,Female,12,Right,2025-12-18_22h27.06.924,gender_task,,2025.1.1,59.95581259260264,2025-12-18 22h27.46.205971 +0300,
stimuli/F32NE.jpg,Female,Neutral,f,37,37,0,f,1,2.4672260000370443,None,0,37,37,50,127.403860899969,,,,,,,,,127.40178219997324,127.403860899969,127.89833719993476,127.89833719993476,127.9150916999206,130.38199589995202,f,1,2.4672260000370443,None,P10,001,43,Female,12,Right,2025-12-18_22h27.06.924,gender_task,,2025.1.1,59.95581259260264,2025-12-18 22h27.46.205971 +0300,
stimuli/F33HA.jpg,Female,Happy,f,38,38,0,f,1,3.813375600031577,None,0,38,38,52,130.41375119995791,,,,,,,,,130.4119362999918,130.41375119995791,130.88127959996928,130.88127959996928,130.91463859996293,134.697326399968,f,1,3.813375600031577,None,P10,001,43,Female,12,Right,2025-12-18_22h27.06.924,gender_task,,2025.1.1,59.95581259260264,2025-12-18 22h27.46.205971 +0300,
stimuli/F33AN.jpg,Female,Angry,f,39,39,0,f,1,1.9440502999350429,None,0,39,39,51,134.71370809990913,,,,,,,,,134.70977119996678,134.71370809990913,135.19743780000135,135.19743780000135,135.2141246999381,137.14780609996524,f,1,1.9440502999350429,None,P10,001,43,Female,12,Right,2025-12-18_22h27.06.924,gender_task,,2025.1.1,59.95581259260264,2025-12-18 22h27.46.205971 +0300,
stimuli/M12NE.jpg,Male,Neutral,m,40,40,0,m,1,2.0449251999380067,None,0,40,40,95,137.18206449993886,,,,,,,,,137.18016669992357,137.18206449993886,137.6637139999075,137.6637139999075,137.69699069997296,139.7141435999656,m,1,2.0449251999380067,None,P10,001,43,Female,12,Right,2025-12-18_22h27.06.924,gender_task,,2025.1.1,59.95581259260264,2025-12-18 22h27.46.205971 +0300,
stimuli/F17HA.jpg,Female,Happy,f,41,41,0,f,1,6.292692399933003,None,0,41,41,7,139.73744509997778,,,,,,,,,139.7353311999468,139.73744509997778,140.22982070001308,140.22982070001308,140.24649859999772,146.53004719992168,f,1,6.292692399933003,None,P10,001,43,Female,12,Right,2025-12-18_22h27.06.924,gender_task,,2025.1.1,59.95581259260264,2025-12-18 22h27.46.205971 +0300,
stimuli/M06HA.jpg,Male,Happy,m,42,42,0,m,1,1.0209411000832915,None,0,42,42,76,146.550713500008,,,,,,,,,146.54884069995023,146.550713500008,147.04577530000824,147.04577530000824,147.0624683999922,148.07963349996135,m,1,1.0209411000832915,None,P10,001,43,Female,12,Right,2025-12-18_22h27.06.924,gender_task,,2025.1.1,59.95581259260264,2025-12-18 22h27.46.205971 +0300,
stimuli/M02AN.jpg,Male,Angry,m,43,43,0,m,1,0.7013645999832079,None,0,43,43,63,148.11418119992595,,,,,,,,,148.11172259994783,148.11418119992595,148.5789709999226,148.5789709999226,148.62913669995032,149.29609999991953,m,1,0.7013645999832079,None,P10,001,43,Female,12,Right,2025-12-18_22h27.06.924,gender_task,,2025.1.1,59.95581259260264,2025-12-18 22h27.46.205971 +0300,
stimuli/F23NE.jpg,Female,Neutral,f,44,44,0,f,1,2.678739700000733,None,0,44,44,26,149.32937349996064,,,,,,,,,149.32751450000796,149.32937349996064,149.81189459993038,149.81189459993038,149.8286271999823,152.49596660002135,f,1,2.678739700000733,None,P10,001,43,Female,12,Right,2025-12-18_22h27.06.924,gender_task,,2025.1.1,59.95581259260264,2025-12-18 22h27.46.205971 +0300,
stimuli/M05HA.jpg,Male,Happy,m,45,45,0,m,1,1.232713200035505,None,0,45,45,73,152.5310318999691,,,,,,,,,152.52879050001502,152.5310318999691,153.0116899999557,153.0116899999557,153.04498210002203,154.2459423999535,m,1,1.232713200035505,None,P10,001,43,Female,12,Right,2025-12-18_22h27.06.924,gender_task,,2025.1.1,59.95581259260264,2025-12-18 22h27.46.205971 +0300,
stimuli/M15NE.jpg,Male,Neutral,m,46,46,0,m,1,1.2012525999452919,None,0,46,46,104,154.27943929994944,,,,,,,,,154.27729060000274,154.27943929994944,154.76139499992132,154.76139499992132,154.79479099996388,155.97885359998327,m,1,1.2012525999452919,None,P10,001,43,Female,12,Right,2025-12-18_22h27.06.924,gender_task,,2025.1.1,59.95581259260264,2025-12-18 22h27.46.205971 +0300,
stimuli/M08AN.jpg,Male,Angry,m,47,47,0,m,1,0.789358300040476,None,0,47,47,81,156.00196859997232,,,,,,,,,156.00005409994628,156.00196859997232,156.4945216999622,156.4945216999622,156.51129840000067,157.3059329999378,m,1,0.789358300040476,None,P10,001,43,Female,12,Right,2025-12-18_22h27.06.924,gender_task,,2025.1.1,59.95581259260264,2025-12-18 22h27.46.205971 +0300,
stimuli/F18HA.jpg,Female,Happy,f,48,48,0,f,1,5.102344299899414,None,0,48,48,10,157.32070429995656,,,,,,,,,157.31884839991108,157.32070429995656,157.8109762999229,157.8109762999229,157.82770849997178,162.9278039999772,f,1,5.102344299899414,None,P10,001,43,Female,12,Right,2025-12-18_22h27.06.924,gender_task,,2025.1.1,59.95581259260264,2025-12-18 22h27.46.205971 +0300,
stimuli/F24NE.jpg,Female,Neutral,f,49,49,0,f,1,4.3023751000873744,None,0,49,49,29,162.948558999924,,,,,,,,,162.94645779998973,162.948558999924,163.44366459990852,163.44366459990852,163.46030199993402,167.76041029999033,f,1,4.3023751000873744,None,P10,001,43,Female,12,Right,2025-12-18_22h27.06.924,gender_task,,2025.1.1,59.95581259260264,2025-12-18 22h27.46.205971 +0300,
stimuli/M18AN.jpg,Male,Angry,m,50,50,0,m,1,3.9600369000108913,None,0,50,50,111,167.78257289994508,,,,,,,,,167.78041389991995,167.78257289994508,168.27627979998942,168.27627979998942,168.2929909999948,172.24329989997204,m,1,3.9600369000108913,None,P10,001,43,Female,12,Right,2025-12-18_22h27.06.924,gender_task,,2025.1.1,59.95581259260264,2025-12-18 22h27.46.205971 +0300,
stimuli/M20AN.jpg,Male,Angry,m,51,51,0,m,1,1.874962899950333,None,0,51,51,117,172.27615789999254,,,,,,,,,172.27342909993604,172.27615789999254,172.75910059991293,172.75910059991293,172.7757553999545,174.64321080001537,m,1,1.874962899950333,None,P10,001,43,Female,12,Right,2025-12-18_22h27.06.924,gender_task,,2025.1.1,59.95581259260264,2025-12-18 22h27.46.205971 +0300,
