participant,age,handedness,gender,Gender,Emotion,key_resp.rt,key_resp.corr
P17,22,Right,Male,Female,Neutral,1.2832061999943107,1.0
P17,22,Right,Male,Female,Happy,0.8315351000055671,1.0
P17,22,Right,Male,Male,Angry,0.772301199962385,1.0
P17,22,Right,Male,Female,Angry,1.4838950999546796,1.0
P17,22,Right,Male,Male,Happy,0.6797908000880852,1.0
P17,22,Right,Male,Male,Neutral,0.6245227999752387,1.0
P17,22,Right,Male,Male,Neutral,0.6250285999849439,1.0
P17,22,Right,Male,Female,Neutral,0.7262171000475064,1.0
P13,50,Right,Male,Female,Neutral,2.3898109999718145,1.0
P13,50,Right,Male,Female,Happy,3.449571199947968,1.0
P13,50,Right,Male,Female,Happy,2.0667974000098184,1.0
P13,50,Right,Male,Male,Angry,4.771375399897806,1.0
P13,50,Right,Male,Female,Happy,2.9825181000633165,1.0
P13,50,Right,Male,Male,Angry,0.8753291999455541,1.0
P13,50,Right,Male,Male,Neutral,1.5306886000325903,1.0
P13,50,Right,Male,Female,Angry,1.7142887000227347,1.0
P13,50,Right,Male,Female,Angry,1.1845282999565825,1.0
P13,50,Right,Male,Female,Angry,3.595017299987376,1.0
P13,50,Right,Male,Male,Angry,1.1453562999377027,1.0
P13,50,Right,Male,Male,Happy,4.23271599994041,1.0
P13,50,Right,Male,Male,Happy,4.758945500012487,1.0
P13,50,Right,Male,Female,Neutral,1.9212326999986544,1.0
P13,50,Right,Male,Female,Neutral,1.4036153999622911,1.0
P13,50,Right,Male,Male,Neutral,0.8523735998896882,1.0
P13,50,Right,Male,Male,Angry,0.963786800042726,1.0
P13,50,Right,Male,Female,Angry,1.5667505000019446,1.0
P13,50,Right,Male,Male,Neutral,3.934868199983612,0.0
P13,50,Right,Male,Male,Neutral,3.197233600076288,0.0
P13,50,Right,Male,Male,Angry,0.7297724999953061,1.0
P13,50,Right,Male,Female,Happy,0.9569836999289691,1.0
P13,50,Right,Male,Female,Angry,0.7882993000093848,1.0
P13,50,Right,Male,Male,Angry,2.3994001999963075,1.0
P13,50,Right,Male,Female,Happy,0.7477359999902546,1.0
P13,50,Right,Male,Female,Angry,1.5050567000871524,1.0
P13,50,Right,Male,Male,Angry,1.301813600002788,0.0
P13,50,Right,Male,Male,Neutral,1.1964190000435335,0.0
P13,50,Right,Male,Male,Happy,0.6836828000377864,1.0
P13,50,Right,Male,Male,Neutral,1.1798255000030622,1.0
P13,50,Right,Male,Female,Angry,0.6686045000096783,1.0
P13,50,Right,Male,Female,Happy,1.5847883999813348,1.0
P13,50,Right,Male,Male,Neutral,1.305801099981181,1.0
P13,50,Right,Male,Female,Neutral,1.07442760001868,1.0
P13,50,Right,Male,Female,Angry,1.6256937000434846,1.0
P13,50,Right,Male,Female,Neutral,0.6939288000576198,1.0
P13,50,Right,Male,Male,Neutral,1.1344075999222696,0.0
P13,50,Right,Male,Female,Neutral,0.809749300009571,1.0
P13,50,Right,Male,Female,Happy,1.283658699947409,1.0
P13,50,Right,Male,Female,Angry,0.9793589999899268,1.0
P13,50,Right,Male,Male,Neutral,0.9232188999885692,1.0
P13,50,Right,Male,Female,Happy,3.115270599955693,1.0
P13,50,Right,Male,Male,Happy,0.7944175000302494,1.0
P13,50,Right,Male,Male,Angry,1.9498527999967337,1.0
P13,50,Right,Male,Female,Neutral,0.8309445000486448,1.0
P13,50,Right,Male,Male,Happy,1.2157372999936342,1.0
P13,50,Right,Male,Male,Neutral,1.7222950999857858,1.0
P13,50,Right,Male,Male,Angry,0.799675100017339,1.0
P13,50,Right,Male,Female,Happy,1.8827383999014276,1.0
P13,50,Right,Male,Female,Neutral,0.7833537999540567,1.0
P13,50,Right,Male,Male,Angry,1.1980381000321358,1.0
P13,50,Right,Male,Male,Angry,0.6754119000397623,1.0
P13,50,Right,Male,Male,Happy,0.7281440000515431,1.0
P13,50,Right,Male,Female,Neutral,0.634816600009799,1.0
P13,50,Right,Male,Female,Angry,0.976625399896875,1.0
P13,50,Right,Male,Male,Angry,1.1939068000065165,1.0
P13,50,Right,Male,Male,Neutral,3.0588677999330685,1.0
P13,50,Right,Male,Male,Happy,0.7564117999281734,1.0
P13,50,Right,Male,Male,Angry,0.7946233000839129,1.0
P13,50,Right,Male,Female,Happy,1.101343199959956,1.0
P13,50,Right,Male,Male,Neutral,1.779255900066346,1.0
P13,50,Right,Male,Female,Angry,1.140042099985294,1.0
P13,50,Right,Male,Male,Happy,1.6174979000352323,1.0
P13,50,Right,Male,Female,Neutral,0.7758171999594197,1.0
P13,50,Right,Male,Male,Happy,1.337696100003086,1.0
P13,50,Right,Male,Female,Happy,0.8132289999630302,1.0
P13,50,Right,Male,Male,Neutral,1.722380100050941,1.0
P13,50,Right,Male,Male,Angry,0.8985885999863967,1.0
P13,50,Right,Male,Male,Neutral,1.7324622999876738,1.0
P13,50,Right,Male,Male,Neutral,2.191734699998051,1.0
P13,50,Right,Male,Male,Happy,1.3589017000049353,1.0
P13,50,Right,Male,Female,Happy,1.3434109000954777,1.0
P13,50,Right,Male,Male,Happy,2.233898700098507,1.0
P13,50,Right,Male,Female,Neutral,2.0397097000386566,1.0
P13,50,Right,Male,Male,Happy,0.8250814999919385,1.0
P13,50,Right,Male,Female,Angry,0.7050446999492124,0.0
P13,50,Right,Male,Male,Angry,1.308155699982308,1.0
P13,50,Right,Male,Female,Neutral,2.0189630000386387,1.0
P13,50,Right,Male,Male,Happy,1.0124423999805003,1.0
P13,50,Right,Male,Male,Angry,0.7629461999749765,1.0
P13,50,Right,Male,Female,Angry,0.5993934000143781,1.0
P13,50,Right,Male,Female,Angry,1.3688072999939322,1.0
P13,50,Right,Male,Male,Angry,1.1021934999153018,1.0
P13,50,Right,Male,Female,Angry,1.5211971000535414,1.0
P13,50,Right,Male,Male,Neutral,1.690092800068669,1.0
P13,50,Right,Male,Female,Happy,0.6576140000252053,1.0
P13,50,Right,Male,Male,Angry,0.732690199976787,1.0
P13,50,Right,Male,Female,Happy,0.8498238999163732,1.0
P13,50,Right,Male,Female,Neutral,1.6245772999245671,1.0
P13,50,Right,Male,Male,Happy,1.0169622999383137,1.0
P13,50,Right,Male,Male,Happy,0.7877466999925673,1.0
P13,50,Right,Male,Female,Happy,1.061090699979104,1.0
P13,50,Right,Male,Female,Angry,2.725983200012706,1.0
P13,50,Right,Male,Female,Happy,1.4621001000050455,1.0
P13,50,Right,Male,Male,Neutral,0.8885988999390975,1.0
P13,50,Right,Male,Male,Happy,0.9820958999916912,1.0
P13,50,Right,Male,Male,Happy,1.167989999987185,1.0
P13,50,Right,Male,Female,Angry,0.9014371000230312,1.0
P13,50,Right,Male,Female,Happy,0.912445900030434,1.0
P13,50,Right,Male,Female,Angry,2.274692800012417,1.0
P13,50,Right,Male,Male,Angry,0.6874860000098124,1.0
P13,50,Right,Male,Female,Neutral,1.277025300078094,1.0
P13,50,Right,Male,Male,Happy,0.8393514999188483,1.0
P13,50,Right,Male,Female,Neutral,0.6668921000091359,1.0
P13,50,Right,Male,Female,Happy,0.8998192999279127,1.0
P13,50,Right,Male,Female,Happy,5.732367500080727,1.0
P13,50,Right,Male,Female,Neutral,1.305276699946262,1.0
P13,50,Right,Male,Male,Happy,0.7457630999851972,1.0
P13,50,Right,Male,Female,Neutral,1.129361700033769,0.0
P13,50,Right,Male,Female,Angry,0.6871118999551982,1.0
P13,50,Right,Male,Female,Neutral,0.77921059995424,1.0
P13,50,Right,Male,Male,Neutral,1.942415500059724,1.0
P13,50,Right,Male,Female,Neutral,0.8888248999137431,1.0
P13,50,Right,Male,Female,Happy,1.807195200002752,1.0
P13,50,Right,Male,Male,Angry,0.6563306999159977,1.0
P13,50,Right,Male,Female,Angry,4.32129019999411,1.0
P13,50,Right,Male,Male,Happy,0.855260799988173,1.0
P13,50,Right,Male,Male,Neutral,0.8764442000538111,1.0
P13,50,Right,Male,Male,Neutral,1.0144700000528246,1.0
P13,50,Right,Male,Female,Neutral,0.8749239000026137,1.0
P14,22,Right,Male,Female,Neutral,0.9892745999386534,1.0
P14,22,Right,Male,Female,Happy,0.8767093999776989,0.0
P14,22,Right,Male,Female,Happy,0.5452292999252677,1.0
P14,22,Right,Male,Male,Angry,0.702060499927029,1.0
P14,22,Right,Male,Female,Happy,0.7238509999588132,1.0
P14,22,Right,Male,Male,Angry,0.4932631999254226,1.0
P14,22,Right,Male,Male,Neutral,0.6576800000621006,1.0
P14,22,Right,Male,Female,Angry,0.7550066999392584,1.0
P14,22,Right,Male,Female,Angry,0.6223914000438526,1.0
P14,22,Right,Male,Female,Angry,0.648179900017567,0.0
P14,22,Right,Male,Male,Angry,0.6016439000377432,0.0
P14,22,Right,Male,Male,Happy,1.6029074999969453,1.0
P14,22,Right,Male,Male,Happy,0.7323227000888437,1.0
P14,22,Right,Male,Female,Neutral,0.57134170003701,1.0
P14,22,Right,Male,Female,Neutral,0.6603767999913543,1.0
P14,22,Right,Male,Male,Neutral,0.6285020000068471,0.0
P14,22,Right,Male,Male,Angry,1.460775899933651,1.0
P14,22,Right,Male,Female,Angry,0.8641969000454992,1.0
P14,22,Right,Male,Male,Neutral,0.4885256999405101,1.0
P14,22,Right,Male,Male,Neutral,0.6327354999957606,0.0
P14,22,Right,Male,Male,Angry,0.5316160999936983,1.0
P14,22,Right,Male,Female,Happy,0.8768143000779673,1.0
P14,22,Right,Male,Female,Angry,0.840937800006941,1.0
P14,22,Right,Male,Male,Angry,0.6001512999646366,1.0
P14,22,Right,Male,Female,Happy,0.6145804999396205,1.0
P14,22,Right,Male,Female,Angry,0.7082745999796316,1.0
P14,22,Right,Male,Male,Angry,0.7828110000118613,1.0
P14,22,Right,Male,Male,Neutral,1.1678857000079006,1.0
P14,22,Right,Male,Male,Happy,0.529927600058727,1.0
P14,22,Right,Male,Male,Neutral,1.088552900007926,0.0
P14,22,Right,Male,Female,Angry,1.0810748999938369,1.0
P14,22,Right,Male,Female,Happy,0.6977804000489414,1.0
P14,22,Right,Male,Male,Neutral,0.5951961000682786,1.0
P14,22,Right,Male,Female,Neutral,0.9105228999396786,1.0
P14,22,Right,Male,Female,Angry,0.7312854999909177,1.0
P14,22,Right,Male,Female,Neutral,1.2805878999643028,1.0
P14,22,Right,Male,Male,Neutral,0.7964482000097632,1.0
P14,22,Right,Male,Female,Neutral,0.8930726000107825,1.0
P14,22,Right,Male,Female,Happy,1.4351902999915185,1.0
P14,22,Right,Male,Female,Angry,0.6214066001120955,1.0
P14,22,Right,Male,Male,Neutral,0.6563306000316516,1.0
P14,22,Right,Male,Female,Happy,0.8736077999928966,1.0
P14,22,Right,Male,Male,Happy,0.6342765999725088,1.0
P14,22,Right,Male,Male,Angry,0.5569213000126183,1.0
P14,22,Right,Male,Female,Neutral,0.5937912999652326,1.0
P14,22,Right,Male,Male,Happy,0.9489628999726848,1.0
P14,22,Right,Male,Male,Neutral,0.913433099980466,1.0
P14,22,Right,Male,Male,Angry,0.5659369000932202,1.0
P14,22,Right,Male,Female,Happy,0.7398741999641061,1.0
P14,22,Right,Male,Female,Neutral,0.9293244000291452,1.0
P14,22,Right,Male,Male,Angry,1.9099695000331849,1.0
P14,22,Right,Male,Male,Angry,0.4703986999811604,1.0
P14,22,Right,Male,Male,Happy,1.0261625000275671,1.0
P14,22,Right,Male,Female,Neutral,0.5414515999145806,1.0
P14,22,Right,Male,Female,Angry,0.7381205999990925,1.0
P14,22,Right,Male,Male,Angry,0.9819532999536024,1.0
P14,22,Right,Male,Male,Neutral,0.6934296000981703,1.0
P14,22,Right,Male,Male,Happy,0.6330849999794737,1.0
P14,22,Right,Male,Male,Angry,0.8672707999357954,1.0
P14,22,Right,Male,Female,Happy,0.8659421000629663,1.0
P14,22,Right,Male,Male,Neutral,0.8848829000489786,1.0
P14,22,Right,Male,Female,Angry,1.250170800019987,1.0
P14,22,Right,Male,Male,Happy,2.606040100101381,1.0
P14,22,Right,Male,Female,Neutral,0.9303635000251234,1.0
P14,22,Right,Male,Male,Happy,0.6526509000686929,1.0
P14,22,Right,Male,Female,Happy,0.6207513000117615,1.0
P14,22,Right,Male,Male,Neutral,0.8808644000673667,1.0
P14,22,Right,Male,Male,Angry,0.7677796999923885,1.0
P14,22,Right,Male,Male,Neutral,0.6606509999837726,1.0
P14,22,Right,Male,Male,Neutral,0.7590885000536218,1.0
P14,22,Right,Male,Male,Happy,0.7447729000123218,1.0
P14,22,Right,Male,Female,Happy,0.5620246999897063,1.0
P14,22,Right,Male,Male,Happy,0.6982180000049993,1.0
P14,22,Right,Male,Female,Neutral,0.5956767000025138,1.0
P14,22,Right,Male,Male,Happy,0.5033766999840736,1.0
P14,22,Right,Male,Female,Angry,0.8987173999194056,0.0
P14,22,Right,Male,Male,Angry,0.5546749000204727,1.0
P14,22,Right,Male,Female,Neutral,0.5146041000261903,1.0
P14,22,Right,Male,Male,Happy,0.7811295000137761,1.0
P14,22,Right,Male,Male,Angry,1.000350799993612,1.0
P14,22,Right,Male,Female,Angry,0.808106700074859,1.0
P14,22,Right,Male,Female,Angry,0.7596433999715373,1.0
P14,22,Right,Male,Male,Angry,0.7390235000057146,1.0
P14,22,Right,Male,Female,Angry,0.5220792999025434,1.0
P14,22,Right,Male,Male,Neutral,0.5231818999163806,1.0
P14,22,Right,Male,Female,Happy,0.5110915000550449,1.0
P14,22,Right,Male,Male,Angry,0.7545346999540925,1.0
P14,22,Right,Male,Female,Happy,0.552272200002335,1.0
P14,22,Right,Male,Female,Neutral,0.4804185000248253,1.0
P14,22,Right,Male,Male,Happy,0.6046216000104323,0.0
P14,22,Right,Male,Male,Happy,0.9035497000440956,1.0
P14,22,Right,Male,Female,Happy,0.5860477000242099,1.0
P14,22,Right,Male,Female,Angry,0.9268711000913754,1.0
P14,22,Right,Male,Female,Happy,0.6295259000035003,1.0
P14,22,Right,Male,Male,Neutral,0.6539193000644445,1.0
P14,22,Right,Male,Male,Happy,0.8428918999852613,1.0
P14,22,Right,Male,Male,Happy,1.6929925000295043,1.0
P14,22,Right,Male,Female,Angry,0.7046344999689609,1.0
P14,22,Right,Male,Female,Happy,0.765413099899888,1.0
P14,22,Right,Male,Female,Angry,0.7246716000372544,1.0
P14,22,Right,Male,Male,Angry,0.4782557999715209,1.0
P14,22,Right,Male,Female,Neutral,0.8652582999784499,1.0
P14,22,Right,Male,Male,Happy,0.6836802000179887,1.0
P14,22,Right,Male,Female,Neutral,0.906151800067164,1.0
P14,22,Right,Male,Female,Happy,0.566890399903059,1.0
P14,22,Right,Male,Female,Happy,0.9064168999902904,1.0
P14,22,Right,Male,Female,Neutral,1.202033899957314,1.0
P14,22,Right,Male,Male,Happy,0.5515753000508994,1.0
P14,22,Right,Male,Female,Neutral,0.7585046000313014,1.0
P14,22,Right,Male,Female,Angry,0.8491947000147775,1.0
P14,22,Right,Male,Female,Neutral,0.5784144999925047,1.0
P14,22,Right,Male,Male,Neutral,0.778529700008221,1.0
P14,22,Right,Male,Female,Neutral,2.3362607000162825,1.0
P14,22,Right,Male,Female,Happy,0.6675482999999076,1.0
P14,22,Right,Male,Male,Angry,0.5677973999409005,1.0
P14,22,Right,Male,Female,Angry,0.7063259999267757,1.0
P14,22,Right,Male,Male,Happy,0.6934144000988454,1.0
P14,22,Right,Male,Male,Neutral,1.1148415999487042,1.0
P14,22,Right,Male,Male,Neutral,1.354291700059548,0.0
P14,22,Right,Male,Female,Neutral,0.976526999962516,1.0
P15,23,Right,Female,Female,Neutral,1.5931599999312311,1.0
P15,23,Right,Female,Female,Happy,1.131673399824649,0.0
P15,23,Right,Female,Female,Happy,1.3643253000918776,1.0
P15,23,Right,Female,Male,Angry,0.9547502000350504,1.0
P15,23,Right,Female,Female,Happy,0.9504794999957084,1.0
P15,23,Right,Female,Male,Angry,0.8421565999742597,1.0
P15,23,Right,Female,Male,Neutral,0.8648063999135047,1.0
P15,23,Right,Female,Female,Angry,0.8292404001113027,0.0
P15,23,Right,Female,Female,Angry,0.9630161998793484,1.0
P15,23,Right,Female,Female,Angry,1.8814862000290304,1.0
P15,23,Right,Female,Male,Angry,0.999985700007528,1.0
P15,23,Right,Female,Male,Happy,0.8591167000122368,1.0
P15,23,Right,Female,Male,Happy,0.948494500014931,1.0
P15,23,Right,Female,Female,Neutral,0.937164300121367,1.0
P15,23,Right,Female,Female,Neutral,1.0045167000498625,1.0
P15,23,Right,Female,Male,Neutral,0.935148400021717,1.0
P15,23,Right,Female,Male,Angry,0.961805999977514,1.0
P15,23,Right,Female,Female,Angry,1.1154908000025898,1.0
P15,23,Right,Female,Male,Neutral,0.9560901999939232,1.0
P15,23,Right,Female,Male,Neutral,1.037575599970296,0.0
P15,23,Right,Female,Male,Angry,0.8853192999958992,1.0
P15,23,Right,Female,Female,Happy,0.8194237998686731,1.0
P15,23,Right,Female,Female,Angry,1.3111852000001818,1.0
P15,23,Right,Female,Male,Angry,0.8691356999333948,1.0
P15,23,Right,Female,Female,Happy,0.9786755999084562,1.0
P15,23,Right,Female,Female,Angry,1.3021652000024917,1.0
P15,23,Right,Female,Male,Angry,0.8880898000206798,1.0
P15,23,Right,Female,Male,Neutral,2.351208799984306,1.0
P15,23,Right,Female,Male,Happy,1.0101107000373304,1.0
P15,23,Right,Female,Male,Neutral,0.5765285999514163,1.0
P15,23,Right,Female,Female,Angry,0.7604180001653731,1.0
P15,23,Right,Female,Female,Happy,0.8781200000084937,1.0
P15,23,Right,Female,Male,Neutral,0.7826499999500811,1.0
P15,23,Right,Female,Female,Neutral,1.5381423998624086,1.0
P15,23,Right,Female,Female,Angry,0.880127799930051,1.0
P15,23,Right,Female,Female,Neutral,0.7139175001066178,1.0
P15,23,Right,Female,Male,Neutral,0.8049163999967277,1.0
P15,23,Right,Female,Female,Neutral,0.9378825998865068,1.0
P15,23,Right,Female,Female,Happy,0.7820792000275105,1.0
P15,23,Right,Female,Female,Angry,0.5840517000760883,1.0
P15,23,Right,Female,Male,Neutral,0.9392524000722916,1.0
P15,23,Right,Female,Female,Happy,1.23391449986957,1.0
P15,23,Right,Female,Male,Happy,0.8521094999741763,1.0
P15,23,Right,Female,Male,Angry,0.7076196002308279,1.0
P15,23,Right,Female,Female,Neutral,0.8352690997999161,1.0
P15,23,Right,Female,Male,Happy,0.7540709001477808,1.0
P15,23,Right,Female,Male,Neutral,0.7497031998354942,1.0
P15,23,Right,Female,Male,Angry,0.6324941001366824,1.0
P15,23,Right,Female,Female,Happy,0.6999512000475079,1.0
P15,23,Right,Female,Female,Neutral,0.7962448999751359,1.0
P15,23,Right,Female,Male,Angry,0.9906854999717324,1.0
P15,23,Right,Female,Male,Angry,0.7860635998658836,1.0
P15,23,Right,Female,Male,Happy,0.7599343999754637,1.0
P15,23,Right,Female,Female,Neutral,0.922216999810189,1.0
P15,23,Right,Female,Female,Angry,0.9570065001025796,1.0
P15,23,Right,Female,Male,Angry,0.7882091999053955,1.0
P15,23,Right,Female,Male,Neutral,0.6968976000789553,1.0
P15,23,Right,Female,Male,Happy,1.0295398999005556,1.0
P15,23,Right,Female,Male,Angry,0.8275297000072896,1.0
P15,23,Right,Female,Female,Happy,0.9139125999063252,1.0
P15,23,Right,Female,Male,Neutral,1.1672602000180632,1.0
P15,23,Right,Female,Female,Angry,0.8557984000071883,1.0
P15,23,Right,Female,Male,Happy,0.8637951000127941,1.0
P15,23,Right,Female,Female,Neutral,0.905456000007689,1.0
P15,23,Right,Female,Male,Happy,0.9523117002099752,1.0
P15,23,Right,Female,Female,Happy,0.8038896000944078,1.0
P15,23,Right,Female,Male,Neutral,0.9984514999669044,1.0
P15,23,Right,Female,Male,Angry,0.5276758000254631,1.0
P15,23,Right,Female,Male,Neutral,0.6254624999128282,1.0
P15,23,Right,Female,Male,Neutral,0.4850148998666554,1.0
P15,23,Right,Female,Male,Happy,3.175693199969828,1.0
P15,23,Right,Female,Female,Happy,2.221572699956596,1.0
P15,23,Right,Female,Male,Happy,0.7653777000959963,1.0
P15,23,Right,Female,Female,Neutral,0.9768707000184804,1.0
P15,23,Right,Female,Male,Happy,0.8004732001572847,1.0
P15,23,Right,Female,Female,Angry,0.7483548000454903,0.0
P15,23,Right,Female,Male,Angry,1.3046256999950856,1.0
P15,23,Right,Female,Female,Neutral,0.8779855999164283,1.0
P15,23,Right,Female,Male,Happy,1.4365796998608855,1.0
P15,23,Right,Female,Male,Angry,1.7908654001075774,1.0
P15,23,Right,Female,Female,Angry,0.8229553999844939,1.0
P15,23,Right,Female,Female,Angry,0.8984482998494059,1.0
P15,23,Right,Female,Male,Angry,0.8401695000939071,1.0
P15,23,Right,Female,Female,Angry,0.7628075999673456,1.0
P15,23,Right,Female,Male,Neutral,0.8008926999755204,1.0
P15,23,Right,Female,Female,Happy,0.9097213998902588,1.0
P15,23,Right,Female,Male,Angry,0.7379602999426425,1.0
P15,23,Right,Female,Female,Happy,0.9359646998345852,1.0
P15,23,Right,Female,Female,Neutral,0.7296521998941898,1.0
P15,23,Right,Female,Male,Happy,0.840936099877581,1.0
P15,23,Right,Female,Male,Happy,0.7614317000843585,1.0
P15,23,Right,Female,Female,Happy,1.7192464000545442,1.0
P15,23,Right,Female,Female,Angry,0.8698955001309514,1.0
P15,23,Right,Female,Female,Happy,4.264512399910018,1.0
P15,23,Right,Female,Male,Neutral,0.7825175998732448,1.0
P15,23,Right,Female,Male,Happy,0.917442300124094,1.0
P15,23,Right,Female,Male,Happy,0.8814477000851184,1.0
P15,23,Right,Female,Female,Angry,1.140699699986726,1.0
P15,23,Right,Female,Female,Happy,1.8705459001939744,1.0
P15,23,Right,Female,Female,Angry,0.892894099932164,1.0
P15,23,Right,Female,Male,Angry,0.953411899972707,1.0
P15,23,Right,Female,Female,Neutral,0.9293394999112934,1.0
P15,23,Right,Female,Male,Happy,1.1004824999254197,1.0
P15,23,Right,Female,Female,Neutral,0.7944646999239922,1.0
P15,23,Right,Female,Female,Happy,0.8180420000571758,1.0
P15,23,Right,Female,Female,Happy,1.0017447001300752,1.0
P15,23,Right,Female,Female,Neutral,0.9329449001234024,1.0
P15,23,Right,Female,Male,Happy,0.8416304001584649,1.0
P15,23,Right,Female,Female,Neutral,1.30598650011234,0.0
P15,23,Right,Female,Female,Angry,1.9380912999622524,0.0
P15,23,Right,Female,Female,Neutral,1.0336109001655132,1.0
P15,23,Right,Female,Male,Neutral,0.9844700000248848,1.0
P15,23,Right,Female,Female,Neutral,1.7840998999308797,1.0
P15,23,Right,Female,Female,Happy,0.9793461998924612,1.0
P15,23,Right,Female,Male,Angry,0.8771389001049101,1.0
P15,23,Right,Female,Female,Angry,2.5725885999854654,1.0
P15,23,Right,Female,Male,Happy,0.964452899992466,1.0
P15,23,Right,Female,Male,Neutral,0.8612670002039522,1.0
P15,23,Right,Female,Male,Neutral,0.7861808000598103,1.0
P15,23,Right,Female,Female,Neutral,0.9485313000623136,1.0
P19,22,Right,Female,Female,Neutral,1.1157079001422971,1.0
P19,22,Right,Female,Female,Happy,0.8907370001543313,0.0
P19,22,Right,Female,Female,Happy,0.8375593998935074,1.0
P19,22,Right,Female,Male,Angry,0.6716635001357645,1.0
P19,22,Right,Female,Female,Happy,0.8547306000255048,1.0
P19,22,Right,Female,Male,Angry,0.6300856999587268,1.0
P19,22,Right,Female,Male,Neutral,0.4668817999772727,1.0
P19,22,Right,Female,Female,Angry,1.2855766001157465,1.0
P19,22,Right,Female,Female,Angry,0.9943629000335932,1.0
P19,22,Right,Female,Female,Angry,1.1367699999827892,1.0
P19,22,Right,Female,Male,Angry,0.7585893000941724,1.0
P19,22,Right,Female,Male,Happy,0.5100022999104112,1.0
P19,22,Right,Female,Male,Happy,0.4650914999656379,1.0
P19,22,Right,Female,Female,Neutral,0.8988836000207812,1.0
P19,22,Right,Female,Female,Neutral,1.847812700085342,1.0
P19,22,Right,Female,Male,Neutral,0.7304203999228776,1.0
P19,22,Right,Female,Male,Angry,0.4655391999986022,1.0
P19,22,Right,Female,Female,Angry,0.8258483000099659,1.0
P19,22,Right,Female,Male,Neutral,0.950262099970132,1.0
P19,22,Right,Female,Male,Neutral,1.503397500142455,1.0
P19,22,Right,Female,Male,Angry,0.7684726000297815,1.0
P19,22,Right,Female,Female,Happy,1.163411600049585,0.0
P19,22,Right,Female,Female,Angry,0.8920838998164982,1.0
P19,22,Right,Female,Male,Angry,1.3721906999126077,1.0
P19,22,Right,Female,Female,Happy,0.9553321998100728,1.0
P19,22,Right,Female,Female,Angry,0.9449536001775414,1.0
P19,22,Right,Female,Male,Angry,0.9151649000123144,1.0
P19,22,Right,Female,Male,Neutral,0.8984940000809729,1.0
P19,22,Right,Female,Male,Happy,0.4616473999340087,1.0
P19,22,Right,Female,Male,Neutral,0.4280200998764485,1.0
P19,22,Right,Female,Female,Angry,1.3649456999264655,1.0
P19,22,Right,Female,Female,Happy,1.0828573000617323,1.0
P19,22,Right,Female,Male,Neutral,1.0130608000326902,1.0
P19,22,Right,Female,Female,Neutral,1.1819211998954415,1.0
P19,22,Right,Female,Female,Angry,0.8910440001636744,0.0
P19,22,Right,Female,Female,Neutral,1.3097794000059366,1.0
P19,22,Right,Female,Male,Neutral,1.009329400025308,1.0
P19,22,Right,Female,Female,Neutral,1.5467080001253637,1.0
P19,22,Right,Female,Female,Happy,0.5887968998868018,1.0
P19,22,Right,Female,Female,Angry,0.713685599854216,1.0
P19,22,Right,Female,Male,Neutral,0.7883959000464529,0.0
P19,22,Right,Female,Female,Happy,1.770424400223419,1.0
P19,22,Right,Female,Male,Happy,0.8369664999190718,1.0
P19,22,Right,Female,Male,Angry,0.4971751000266522,1.0
P19,22,Right,Female,Female,Neutral,0.9372749999165536,1.0
P19,22,Right,Female,Male,Happy,0.8270751000382006,1.0
P19,22,Right,Female,Male,Neutral,1.1761586999054998,1.0
P19,22,Right,Female,Male,Angry,0.7496998000424355,1.0
P19,22,Right,Female,Female,Happy,0.938200799981132,1.0
P19,22,Right,Female,Female,Neutral,1.0705170000437647,1.0
P19,22,Right,Female,Male,Angry,0.8922751999925822,1.0
P19,22,Right,Female,Male,Angry,0.6259169999975711,1.0
P19,22,Right,Female,Male,Happy,0.7355433001648635,1.0
P19,22,Right,Female,Female,Neutral,0.9222748999018222,1.0
P19,22,Right,Female,Female,Angry,1.6233987000305206,1.0
P19,22,Right,Female,Male,Angry,0.8148668999783695,1.0
P19,22,Right,Female,Male,Neutral,0.5528879000339657,1.0
P19,22,Right,Female,Male,Happy,0.4733084999024868,1.0
P19,22,Right,Female,Male,Angry,0.7325351999606937,1.0
P19,22,Right,Female,Female,Happy,0.843527999939397,1.0
P19,22,Right,Female,Male,Neutral,1.2833970000501722,1.0
P19,22,Right,Female,Female,Angry,0.8534758999012411,0.0
P19,22,Right,Female,Male,Happy,0.9843896999955176,1.0
P19,22,Right,Female,Female,Neutral,0.9985514001455158,1.0
P19,22,Right,Female,Male,Happy,0.917630799813196,1.0
P19,22,Right,Female,Female,Happy,1.2129750999156386,1.0
P19,22,Right,Female,Male,Neutral,0.9192582999821752,1.0
P19,22,Right,Female,Male,Angry,0.4585506999865174,1.0
P19,22,Right,Female,Male,Neutral,1.086816299939528,1.0
P19,22,Right,Female,Male,Neutral,0.6993281999602914,1.0
P19,22,Right,Female,Male,Happy,1.0070702000521123,1.0
P19,22,Right,Female,Female,Happy,0.785858599934727,1.0
P19,22,Right,Female,Male,Happy,0.8721748001407832,1.0
P19,22,Right,Female,Female,Neutral,1.0291518000885844,1.0
P19,22,Right,Female,Male,Happy,0.81855050008744,1.0
P19,22,Right,Female,Female,Angry,1.648401299957186,1.0
P19,22,Right,Female,Male,Angry,1.0070731001906097,1.0
P19,22,Right,Female,Female,Neutral,0.9928091000765562,1.0
P19,22,Right,Female,Male,Happy,0.7945667998865247,1.0
P19,22,Right,Female,Male,Angry,0.5824268001597375,1.0
